Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0022409,positive regulation of cell-cell adhesion,19_GO:0048518 positive regulation of biological process,-7.7,5.1,7.8,30238,343,310,18,5.8,1.3,972|2113|3071|3105|3117|3122|3127|3133|3965|5420|6541|7037|10859|23308|51176|54440|64115|81704,CD74|ETS1|NCKAP1L|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|LGALS9|PODXL|SLC7A1|TFRC|LILRB1|ICOSLG|LEF1|SASH3|VSIR|DOCK8,-5,GenesID
GO Biological Processes,19,GO:0006897,endocytosis,19_GO:0051179 localization,-7.7,4.2,7.4,30238,514,310,22,7.1,1.5,2624|3685|3688|3953|4599|4734|4864|7037|7099|9261|9936|10203|10461|10859|23677|29763|30844|30845|54453|57488|115677|122618,GATA2|ITGAV|ITGB1|LEPR|MX1|NEDD4|NPC1|TFRC|TLR4|MAPKAPK2|CD302|CALCRL|MERTK|LILRB1|SH3BP4|PACSIN3|EHD4|EHD3|RIN2|ESYT2|NOSTRIN|PLD4,-5,GenesID
GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-7.7,4.6,7.6,30238,427,310,20,6.5,1.4,837|972|1380|1436|2152|2840|3059|3429|3455|3560|3597|3953|3987|4599|4939|7133|8809|10859|79602|140609,CASP4|CD74|CR2|CSF1R|F3|GPR17|HCLS1|IFI27|IFNAR2|IL2RB|IL13RA1|LEPR|LIMS1|MX1|OAS2|TNFRSF1B|IL18R1|LILRB1|ADIPOR2|NEK7,-5,GenesID
GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-7.6,5.1,7.8,30238,346,310,18,5.8,1.3,972|3071|3105|3117|3122|3127|3133|3635|3965|6541|7037|7099|10859|23308|51176|54440|64115|81704,CD74|NCKAP1L|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|INPP5D|LGALS9|SLC7A1|TFRC|TLR4|LILRB1|ICOSLG|LEF1|SASH3|VSIR|DOCK8,-5,GenesID
GO Biological Processes,19,GO:0002706,regulation of lymphocyte mediated immunity,19_GO:0002376 immune system process,-7.5,6.7,8.3,30238,204,310,14,4.5,1.2,718|1380|3071|3105|3122|3133|3635|3822|3965|7037|7133|8809|10859|54440,C3|CR2|NCKAP1L|HLA-A|HLA-DRA|HLA-E|INPP5D|KLRC2|LGALS9|TFRC|TNFRSF1B|IL18R1|LILRB1|SASH3,-4.9,GenesID
GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0050789 regulation of biological process,-7.5,4.1,7.3,30238,523,310,22,7.1,1.5,972|2113|3071|3105|3117|3122|3127|3133|3965|5074|5420|6541|7037|10859|23308|51176|54440|57045|59341|64115|81704|441478,CD74|ETS1|NCKAP1L|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|LGALS9|PAWR|PODXL|SLC7A1|TFRC|LILRB1|ICOSLG|LEF1|SASH3|TWSG1|TRPV4|VSIR|DOCK8|NRARP,-4.9,GenesID
GO Molecular Functions,21,GO:0019955,cytokine binding,,-7.5,8.2,8.8,30238,143,310,12,3.9,1.1,2|972|1436|3455|3560|3597|3685|3688|3953|7133|8809|57045,A2M|CD74|CSF1R|IFNAR2|IL2RB|IL13RA1|ITGAV|ITGB1|LEPR|TNFRSF1B|IL18R1|TWSG1,-4.9,GenesID
GO Biological Processes,19,GO:0002699,positive regulation of immune effector process,19_GO:0002376 immune system process,-7.5,5.7,7.9,30238,276,310,16,5.2,1.3,718|972|2624|3105|3122|3133|3597|3822|3965|7037|7099|8809|9261|10859|51284|54440,C3|CD74|GATA2|HLA-A|HLA-DRA|HLA-E|IL13RA1|KLRC2|LGALS9|TFRC|TLR4|IL18R1|MAPKAPK2|LILRB1|TLR7|SASH3,-4.9,GenesID
GO Cellular Components,20,GO:0045177,apical part of cell,,-7.5,4.1,7.3,30238,526,310,22,7.1,1.5,482|760|1317|2065|3705|5243|5244|5327|5420|6338|6513|6541|6566|8323|9368|9429|11309|51090|57477|59341|113278|221395,ATP1B2|CA2|SLC31A1|ERBB3|ITPK1|ABCB1|ABCB4|PLAT|PODXL|SCNN1B|SLC2A1|SLC7A1|SLC16A1|FZD6|NHERF1|ABCG2|SLCO2B1|PLLP|SHROOM4|TRPV4|SLC52A3|ADGRF5,-4.9,GenesID
GO Biological Processes,19,GO:0050921,positive regulation of chemotaxis,19_GO:0040011 locomotion,-7.4,8.1,8.7,30238,145,310,12,3.9,1.1,972|1436|1906|2152|3071|3791|3965|4088|5156|59341|64805|196527,CD74|CSF1R|EDN1|F3|NCKAP1L|KDR|LGALS9|SMAD3|PDGFRA|TRPV4|P2RY12|ANO6,-4.9,GenesID
GO Biological Processes,19,GO:0007167,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-7.4,3.6,7,30238,676,310,25,8.1,1.5,285|1003|1317|1436|2065|2321|3397|3416|3791|4088|5156|5166|5327|5791|6662|9261|10461|25805|25937|51176|53834|57045|64651|161198|440097,ANGPT2|CDH5|SLC31A1|CSF1R|ERBB3|FLT1|ID1|IDE|KDR|SMAD3|PDGFRA|PDK4|PLAT|PTPRE|SOX9|MAPKAPK2|MERTK|BAMBI|WWTR1|LEF1|FGFRL1|TWSG1|CSRNP1|CLEC14A|DBX2,-4.8,GenesID
GO Biological Processes,19,GO:0042063,gliogenesis,19_GO:0032502 developmental process,-7.3,5.5,7.7,30238,286,310,16,5.2,1.3,1436|2065|2840|2908|3953|5787|6662|6663|6886|7099|9283|30812|51176|64805|79628|147495,CSF1R|ERBB3|GPR17|NR3C1|LEPR|PTPRB|SOX9|SOX10|TAL1|TLR4|GPR37L1|SOX8|LEF1|P2RY12|SH3TC2|APCDD1,-4.7,GenesID
GO Biological Processes,19,GO:0050920,regulation of chemotaxis,19_GO:0040011 locomotion,-7.3,6.4,8,30238,214,310,14,4.5,1.2,285|972|1436|1906|2152|3071|3791|3965|4088|5156|59341|64805|80024|196527,ANGPT2|CD74|CSF1R|EDN1|F3|NCKAP1L|KDR|LGALS9|SMAD3|PDGFRA|TRPV4|P2RY12|SLC8B1|ANO6,-4.7,GenesID
GO Molecular Functions,21,GO:0140297,DNA-binding transcription factor binding,,-7.2,4.1,7.1,30238,497,310,21,6.8,1.4,2034|2113|2114|2624|3059|3429|4005|4088|5978|6662|6663|6867|6886|6926|30812|51176|83666|133522|149563|150094|151636,EPAS1|ETS1|ETS2|GATA2|HCLS1|IFI27|LMO2|SMAD3|REST|SOX9|SOX10|TACC1|TAL1|TBX3|SOX8|LEF1|PARP9|PPARGC1B|SRARP|SIK1|DTX3L,-4.7,GenesID
GO Biological Processes,19,GO:0050878,regulation of body fluid levels,19_GO:0065007 biological regulation,-7.2,4.7,7.4,30238,370,310,18,5.8,1.3,285|953|1608|1906|1910|2152|3705|4939|5156|5243|5327|5627|6338|8323|10461|59341|64805|196527,ANGPT2|ENTPD1|DGKG|EDN1|EDNRB|F3|ITPK1|OAS2|PDGFRA|ABCB1|PLAT|PROS1|SCNN1B|FZD6|MERTK|TRPV4|P2RY12|ANO6,-4.6,GenesID
GO Biological Processes,19,GO:0070633,transepithelial transport,19_GO:0051179 localization,-7.1,19,11,30238,36,310,7,2.3,0.84,1906|1910|5243|6338|6506|9429|64761,EDN1|EDNRB|ABCB1|SCNN1B|SLC1A2|ABCG2|PARP12,-4.6,GenesID
GO Biological Processes,19,GO:0045596,negative regulation of cell differentiation,19_GO:0032502 developmental process,-7,3.4,6.7,30238,757,310,26,8.4,1.6,678|972|1910|2624|3397|3635|3685|3688|4088|5787|5978|6662|6663|6926|7099|9283|9619|10859|25805|25937|30812|53342|55796|57045|59341|441478,ZFP36L2|CD74|EDNRB|GATA2|ID1|INPP5D|ITGAV|ITGB1|SMAD3|PTPRB|REST|SOX9|SOX10|TBX3|TLR4|GPR37L1|ABCG1|LILRB1|BAMBI|WWTR1|SOX8|IL17D|MBNL3|TWSG1|TRPV4|NRARP,-4.5,GenesID
GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-7,4.6,7.2,30238,381,310,18,5.8,1.3,972|3071|3105|3117|3122|3127|3133|3635|3965|6541|7037|7099|10859|23308|51176|54440|64115|81704,CD74|NCKAP1L|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|INPP5D|LGALS9|SLC7A1|TFRC|TLR4|LILRB1|ICOSLG|LEF1|SASH3|VSIR|DOCK8,-4.5,GenesID
GO Cellular Components,20,GO:0016324,apical plasma membrane,,-7,4.4,7.1,30238,425,310,19,6.1,1.4,482|1317|2065|3705|5243|5244|5420|6338|6513|6541|6566|8323|9368|9429|11309|51090|57477|59341|113278,ATP1B2|SLC31A1|ERBB3|ITPK1|ABCB1|ABCB4|PODXL|SCNN1B|SLC2A1|SLC7A1|SLC16A1|FZD6|NHERF1|ABCG2|SLCO2B1|PLLP|SHROOM4|TRPV4|SLC52A3,-4.5,GenesID
GO Biological Processes,19,GO:0042129,regulation of T cell proliferation,19_GO:0002376 immune system process,-7,6.6,7.9,30238,192,310,13,4.2,1.1,3071|3105|3133|3965|5074|6541|7037|7133|10859|23308|54440|57045|64115,NCKAP1L|HLA-A|HLA-E|LGALS9|PAWR|SLC7A1|TFRC|TNFRSF1B|LILRB1|ICOSLG|SASH3|TWSG1|VSIR,-4.5,GenesID
GO Biological Processes,19,GO:1902105,regulation of leukocyte differentiation,19_GO:0002376 immune system process,-6.9,4.8,7.3,30238,343,310,17,5.5,1.3,639|678|972|2624|3059|3071|3122|3635|3965|6886|7099|10859|51176|54440|64115|133522|441478,PRDM1|ZFP36L2|CD74|GATA2|HCLS1|NCKAP1L|HLA-DRA|INPP5D|LGALS9|TAL1|TLR4|LILRB1|LEF1|SASH3|VSIR|PPARGC1B|NRARP,-4.4,GenesID
GO Biological Processes,19,GO:0140962,multicellular organismal-level chemical homeostasis,19_GO:0042592 homeostatic process,-6.9,11,9.2,30238,79,310,9,2.9,0.95,2034|2235|3791|6005|6338|7037|30061|59341|221395,EPAS1|FECH|KDR|RHAG|SCNN1B|TFRC|SLC40A1|TRPV4|ADGRF5,-4.4,GenesID
GO Cellular Components,20,GO:0042611,MHC protein complex,,-6.8,23,11,30238,25,310,6,1.9,0.78,972|3105|3117|3122|3127|3133,CD74|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E,-4.3,GenesID
GO Biological Processes,19,GO:0050866,negative regulation of cell activation,19_GO:0048519 negative regulation of biological process,-6.8,5.8,7.5,30238,235,310,14,4.5,1.2,945|972|3133|3635|3965|5074|5156|10461|10859|57045|64092|64115|221395|441478,CD33|CD74|HLA-E|INPP5D|LGALS9|PAWR|PDGFRA|MERTK|LILRB1|TWSG1|SAMSN1|VSIR|ADGRF5|NRARP,-4.3,GenesID
GO Molecular Functions,21,GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,,-6.7,4.7,7.1,30238,355,310,17,5.5,1.3,2034|2113|2114|2624|3059|3429|4005|4088|5978|6867|6886|6926|51176|83666|133522|149563|151636,EPAS1|ETS1|ETS2|GATA2|HCLS1|IFI27|LMO2|SMAD3|REST|TACC1|TAL1|TBX3|LEF1|PARP9|PPARGC1B|SRARP|DTX3L,-4.2,GenesID
GO Biological Processes,19,GO:0001819,positive regulation of cytokine production,19_GO:0048518 positive regulation of biological process,-6.7,3.8,6.7,30238,534,310,21,6.8,1.4,183|718|972|1436|2152|3105|3133|3965|4088|4939|7096|7099|8809|9261|10859|51284|53342|54440|59341|84632|140609,AGT|C3|CD74|CSF1R|F3|HLA-A|HLA-E|LGALS9|SMAD3|OAS2|TLR1|TLR4|IL18R1|MAPKAPK2|LILRB1|TLR7|IL17D|SASH3|TRPV4|AFAP1L2|NEK7,-4.2,GenesID
GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-6.7,4.2,6.9,30238,443,310,19,6.1,1.4,639|678|972|2113|2624|3059|3071|3122|3635|3965|6886|7099|10859|51176|53342|54440|64115|133522|441478,PRDM1|ZFP36L2|CD74|ETS1|GATA2|HCLS1|NCKAP1L|HLA-DRA|INPP5D|LGALS9|TAL1|TLR4|LILRB1|LEF1|IL17D|SASH3|VSIR|PPARGC1B|NRARP,-4.2,GenesID
GO Biological Processes,19,GO:0050867,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-6.7,4.4,6.9,30238,401,310,18,5.8,1.3,972|3071|3105|3117|3122|3127|3133|3635|3965|6541|7037|7099|10859|23308|51176|54440|64115|81704,CD74|NCKAP1L|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|INPP5D|LGALS9|SLC7A1|TFRC|TLR4|LILRB1|ICOSLG|LEF1|SASH3|VSIR|DOCK8,-4.2,GenesID
GO Biological Processes,19,GO:0008285,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-6.6,3.2,6.4,30238,792,310,26,8.4,1.6,590|945|1003|1436|2113|2321|2624|2919|3133|3486|3635|3965|4088|5074|6662|6663|6926|9368|10859|23677|53834|55544|57045|64115|135228|138151,BCHE|CD33|CDH5|CSF1R|ETS1|FLT1|GATA2|CXCL1|HLA-E|IGFBP3|INPP5D|LGALS9|SMAD3|PAWR|SOX9|SOX10|TBX3|NHERF1|LILRB1|SH3BP4|FGFRL1|RBM38|TWSG1|VSIR|CD109|NACC2,-4.2,GenesID
GO Biological Processes,19,GO:0071396,cellular response to lipid,19_GO:0050896 response to stimulus,-6.6,3.6,6.6,30238,591,310,22,7.1,1.5,678|1906|1910|2235|2908|4064|4734|4864|5166|5243|5244|5724|5978|6338|6662|6663|7099|7133|10859|56937|85315|133522,ZFP36L2|EDN1|EDNRB|FECH|NR3C1|CD180|NEDD4|NPC1|PDK4|ABCB1|ABCB4|PTAFR|REST|SCNN1B|SOX9|SOX10|TLR4|TNFRSF1B|LILRB1|PMEPA1|PAQR8|PPARGC1B,-4.2,GenesID
GO Biological Processes,19,GO:0048545,response to steroid hormone,19_GO:0050896 response to stimulus,-6.6,5.2,7.2,30238,281,310,15,4.8,1.2,15|590|678|1906|2235|2908|4734|4864|5243|5978|6338|6663|56937|85315|133522,AANAT|BCHE|ZFP36L2|EDN1|FECH|NR3C1|NEDD4|NPC1|ABCB1|REST|SCNN1B|SOX10|PMEPA1|PAQR8|PPARGC1B,-4.1,GenesID
GO Biological Processes,19,GO:0008283,cell population proliferation,19_GO:0009987 cellular process,-6.5,3.3,6.4,30238,749,310,25,8.1,1.5,639|1380|1436|2122|2624|3486|3688|3791|3953|4064|4088|5243|6662|6663|6926|7099|8323|10203|10859|51176|54440|81704|135228|440097|441478,PRDM1|CR2|CSF1R|MECOM|GATA2|IGFBP3|ITGB1|KDR|LEPR|CD180|SMAD3|ABCB1|SOX9|SOX10|TBX3|TLR4|FZD6|CALCRL|LILRB1|LEF1|SASH3|DOCK8|CD109|DBX2|NRARP,-4.1,GenesID
GO Biological Processes,19,GO:0002720,positive regulation of cytokine production involved in immune response,19_GO:0002376 immune system process,-6.5,10,8.6,30238,88,310,9,2.9,0.95,972|3105|3133|7099|8809|9261|10859|51284|54440,CD74|HLA-A|HLA-E|TLR4|IL18R1|MAPKAPK2|LILRB1|TLR7|SASH3,-4.1,GenesID
GO Biological Processes,19,GO:0002695,negative regulation of leukocyte activation,19_GO:0002376 immune system process,-6.5,6,7.4,30238,212,310,13,4.2,1.1,945|972|3133|3635|3965|5074|10461|10859|57045|64092|64115|221395|441478,CD33|CD74|HLA-E|INPP5D|LGALS9|PAWR|MERTK|LILRB1|TWSG1|SAMSN1|VSIR|ADGRF5|NRARP,-4,GenesID
GO Biological Processes,19,GO:0032757,positive regulation of interleukin-8 production,19_GO:0048518 positive regulation of biological process,-6.5,12,9,30238,65,310,8,2.6,0.9,972|2152|3965|7096|7099|51284|53342|84632,CD74|F3|LGALS9|TLR1|TLR4|TLR7|IL17D|AFAP1L2,-4,GenesID
GO Biological Processes,19,GO:0002702,positive regulation of production of molecular mediator of immune response,19_GO:0002376 immune system process,-6.5,7.3,7.8,30238,146,310,11,3.5,1.1,972|3105|3133|3597|7037|7099|8809|9261|10859|51284|54440,CD74|HLA-A|HLA-E|IL13RA1|TFRC|TLR4|IL18R1|MAPKAPK2|LILRB1|TLR7|SASH3,-4,GenesID
GO Molecular Functions,21,GO:0008134,transcription factor binding,,-6.4,3.5,6.4,30238,605,310,22,7.1,1.5,2034|2113|2114|2624|2908|3059|3429|4005|4088|5978|6662|6663|6867|6886|6926|30812|51176|83666|133522|149563|150094|151636,EPAS1|ETS1|ETS2|GATA2|NR3C1|HCLS1|IFI27|LMO2|SMAD3|REST|SOX9|SOX10|TACC1|TAL1|TBX3|SOX8|LEF1|PARP9|PPARGC1B|SRARP|SIK1|DTX3L,-4,GenesID
GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0032502 developmental process,-6.4,4.4,6.8,30238,374,310,17,5.5,1.3,678|972|1380|1436|2908|3688|3953|7099|8809|9452|10461|10859|23308|51176|54440|57580|441478,ZFP36L2|CD74|CR2|CSF1R|NR3C1|ITGB1|LEPR|TLR4|IL18R1|ITM2A|MERTK|LILRB1|ICOSLG|LEF1|SASH3|PREX1|NRARP,-4,GenesID
GO Biological Processes,19,GO:0002819,regulation of adaptive immune response,19_GO:0002376 immune system process,-6.2,5.7,7.1,30238,224,310,13,4.2,1.1,718|1380|3071|3105|3122|3133|3965|7037|7133|8809|10859|54440|64092,C3|CR2|NCKAP1L|HLA-A|HLA-DRA|HLA-E|LGALS9|TFRC|TNFRSF1B|IL18R1|LILRB1|SASH3|SAMSN1,-3.8,GenesID
GO Biological Processes,19,GO:0046634,regulation of alpha-beta T cell activation,19_GO:0002376 immune system process,-6.2,7.9,7.8,30238,124,310,10,3.2,1,639|3071|3105|3122|3133|3965|10859|54440|57045|64115,PRDM1|NCKAP1L|HLA-A|HLA-DRA|HLA-E|LGALS9|LILRB1|SASH3|TWSG1|VSIR,-3.8,GenesID
GO Biological Processes,19,GO:0001911,negative regulation of leukocyte mediated cytotoxicity,19_GO:0002376 immune system process,-6.2,19,10,30238,31,310,6,1.9,0.78,3071|3105|3133|3635|3965|10859,NCKAP1L|HLA-A|HLA-E|INPP5D|LGALS9|LILRB1,-3.8,GenesID
GO Molecular Functions,21,GO:0090554,phosphatidylcholine floppase activity,,-6.1,49,14,30238,8,310,4,1.3,0.64,5243|5244|9619|57194,ABCB1|ABCB4|ABCG1|ATP10A,-3.7,GenesID
GO Biological Processes,19,GO:0007596,blood coagulation,19_GO:0032501 multicellular organismal process,-6.1,6.1,7.2,30238,191,310,12,3.9,1.1,285|953|1608|2152|3705|5156|5327|5627|8323|10461|64805|196527,ANGPT2|ENTPD1|DGKG|F3|ITPK1|PDGFRA|PLAT|PROS1|FZD6|MERTK|P2RY12|ANO6,-3.7,GenesID
GO Biological Processes,19,GO:0050817,coagulation,19_GO:0032501 multicellular organismal process,-6.1,6.1,7.2,30238,193,310,12,3.9,1.1,285|953|1608|2152|3705|5156|5327|5627|8323|10461|64805|196527,ANGPT2|ENTPD1|DGKG|F3|ITPK1|PDGFRA|PLAT|PROS1|FZD6|MERTK|P2RY12|ANO6,-3.7,GenesID
GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-6.1,3.5,6.2,30238,586,310,21,6.8,1.4,183|837|1647|2152|2908|3486|3635|3655|3688|3965|4616|5074|5654|5978|7099|7133|9368|10859|138151|150094|196527,AGT|CASP4|GADD45A|F3|NR3C1|IGFBP3|INPP5D|ITGA6|ITGB1|LGALS9|GADD45B|PAWR|HTRA1|REST|TLR4|TNFRSF1B|NHERF1|LILRB1|NACC2|SIK1|ANO6,-3.7,GenesID
GO Biological Processes,19,GO:1900182,positive regulation of protein localization to nucleus,19_GO:0051179 localization,-6,8.8,7.9,30238,100,310,9,2.9,0.95,1906|3059|3455|4088|7037|9531|25937|83666|151636,EDN1|HCLS1|IFNAR2|SMAD3|TFRC|BAG3|WWTR1|PARP9|DTX3L,-3.7,GenesID
GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-6,3.6,6.2,30238,540,310,20,6.5,1.4,285|678|1003|1906|2321|2908|3397|3791|3987|4088|5156|6662|7099|9261|25805|25878|30844|51176|53834|57045,ANGPT2|ZFP36L2|CDH5|EDN1|FLT1|NR3C1|ID1|KDR|LIMS1|SMAD3|PDGFRA|SOX9|TLR4|MAPKAPK2|BAMBI|MXRA5|EHD4|LEF1|FGFRL1|TWSG1,-3.7,GenesID
GO Biological Processes,19,GO:0002718,regulation of cytokine production involved in immune response,19_GO:0002376 immune system process,-6,7.5,7.6,30238,130,310,10,3.2,1,972|3105|3133|7099|7133|8809|9261|10859|51284|54440,CD74|HLA-A|HLA-E|TLR4|TNFRSF1B|IL18R1|MAPKAPK2|LILRB1|TLR7|SASH3,-3.6,GenesID
GO Biological Processes,19,GO:0007599,hemostasis,19_GO:0065007 biological regulation,-6,5.9,7.1,30238,197,310,12,3.9,1.1,285|953|1608|2152|3705|5156|5327|5627|8323|10461|64805|196527,ANGPT2|ENTPD1|DGKG|F3|ITPK1|PDGFRA|PLAT|PROS1|FZD6|MERTK|P2RY12|ANO6,-3.6,GenesID
GO Biological Processes,19,GO:0032102,negative regulation of response to external stimulus,19_GO:0048519 negative regulation of biological process,-6,3.9,6.3,30238,449,310,18,5.8,1.3,2|285|1003|1906|2840|3105|3133|3635|3965|4088|5156|5327|5627|7133|10859|25939|89790|135228,A2M|ANGPT2|CDH5|EDN1|GPR17|HLA-A|HLA-E|INPP5D|LGALS9|SMAD3|PDGFRA|PLAT|PROS1|TNFRSF1B|LILRB1|SAMHD1|SIGLEC10|CD109,-3.6,GenesID
GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0032502 developmental process,-5.9,3.9,6.3,30238,451,310,18,5.8,1.3,972|1003|3059|3071|3122|3635|3688|3965|4124|5243|5583|6663|7133|30812|51176|54440|64115|133522,CD74|CDH5|HCLS1|NCKAP1L|HLA-DRA|INPP5D|ITGB1|LGALS9|MAN2A1|ABCB1|PRKCH|SOX10|TNFRSF1B|SOX8|LEF1|SASH3|VSIR|PPARGC1B,-3.6,GenesID
GO Cellular Components,20,GO:0030139,endocytic vesicle,,-5.9,4.3,6.5,30238,361,310,16,5.2,1.3,972|3059|3105|3117|3122|3127|3133|3685|7037|7096|30844|30845|51284|54453|115677|122618,CD74|HCLS1|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|ITGAV|TFRC|TLR1|EHD4|EHD3|TLR7|RIN2|NOSTRIN|PLD4,-3.6,GenesID
GO Biological Processes,19,GO:0002064,epithelial cell development,19_GO:0032502 developmental process,-5.9,5.8,7,30238,202,310,12,3.9,1.1,639|1003|1910|2034|2624|3295|3397|3791|5420|6662|29842|30812,PRDM1|CDH5|EDNRB|EPAS1|GATA2|HSD17B4|ID1|KDR|PODXL|SOX9|TFCP2L1|SOX8,-3.5,GenesID
GO Biological Processes,19,GO:0002700,regulation of production of molecular mediator of immune response,19_GO:0002376 immune system process,-5.9,5.8,7,30238,202,310,12,3.9,1.1,972|3105|3133|3597|7037|7099|7133|8809|9261|10859|51284|54440,CD74|HLA-A|HLA-E|IL13RA1|TFRC|TLR4|TNFRSF1B|IL18R1|MAPKAPK2|LILRB1|TLR7|SASH3,-3.5,GenesID
GO Cellular Components,20,GO:0098553,lumenal side of endoplasmic reticulum membrane,,-5.9,17,9.5,30238,35,310,6,1.9,0.78,972|3105|3117|3122|3127|3133,CD74|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E,-3.5,GenesID
GO Biological Processes,19,GO:0032677,regulation of interleukin-8 production,19_GO:0032501 multicellular organismal process,-5.8,8.4,7.7,30238,105,310,9,2.9,0.95,945|972|2152|3965|7096|7099|51284|53342|84632,CD33|CD74|F3|LGALS9|TLR1|TLR4|TLR7|IL17D|AFAP1L2,-3.5,GenesID
GO Biological Processes,19,GO:2001185,"regulation of CD8-positive, alpha-beta T cell activation",19_GO:0002376 immune system process,-5.8,24,11,30238,20,310,5,1.6,0.72,3071|3105|3133|10859|64115,NCKAP1L|HLA-A|HLA-E|LILRB1|VSIR,-3.5,GenesID
GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-5.8,3.6,6.1,30238,508,310,19,6.1,1.4,285|678|1003|1906|2321|2908|3397|3791|3987|4088|5156|6662|7099|9261|25805|30844|51176|53834|57045,ANGPT2|ZFP36L2|CDH5|EDN1|FLT1|NR3C1|ID1|KDR|LIMS1|SMAD3|PDGFRA|SOX9|TLR4|MAPKAPK2|BAMBI|EHD4|LEF1|FGFRL1|TWSG1,-3.5,GenesID
GO Biological Processes,19,GO:0050727,regulation of inflammatory response,19_GO:0050896 response to stimulus,-5.8,3.8,6.2,30238,460,310,18,5.8,1.3,183|718|837|1003|1910|2113|2840|3133|4088|7099|7133|9630|11343|51284|59341|89790|140609|255877,AGT|C3|CASP4|CDH5|EDNRB|ETS1|GPR17|HLA-E|SMAD3|TLR4|TNFRSF1B|GNA14|MGLL|TLR7|TRPV4|SIGLEC10|NEK7|BCL6B,-3.5,GenesID
GO Molecular Functions,21,GO:0030246,carbohydrate binding,,-5.8,4.8,6.6,30238,283,310,14,4.5,1.2,945|3122|3822|3965|4124|5168|5507|9936|9976|27181|56261|89790|161198|648791,CD33|HLA-DRA|KLRC2|LGALS9|MAN2A1|ENPP2|PPP1R3C|CD302|CLEC2B|SIGLEC8|GPCPD1|SIGLEC10|CLEC14A|PPP1R3G,-3.5,GenesID
GO Biological Processes,19,GO:0031342,negative regulation of cell killing,19_GO:0048519 negative regulation of biological process,-5.8,16,9.3,30238,36,310,6,1.9,0.78,3071|3105|3133|3635|3965|10859,NCKAP1L|HLA-A|HLA-E|INPP5D|LGALS9|LILRB1,-3.5,GenesID
GO Molecular Functions,21,GO:0001618,virus receptor activity,,-5.8,9.8,8,30238,80,310,8,2.6,0.9,1380|2993|3416|3685|3688|4864|6541|7037,CR2|GYPA|IDE|ITGAV|ITGB1|NPC1|SLC7A1|TFRC,-3.5,GenesID
GO Molecular Functions,21,GO:0033218,amide binding,,-5.7,5.2,6.7,30238,246,310,13,4.2,1.1,590|972|1471|1910|3416|3953|7096|7099|9452|10203|30061|51228|81793,BCHE|CD74|CST3|EDNRB|IDE|LEPR|TLR1|TLR4|ITM2A|CALCRL|SLC40A1|GLTP|TLR10,-3.4,GenesID
GO Biological Processes,19,GO:0061041,regulation of wound healing,19_GO:0050896 response to stimulus,-5.7,7,7.2,30238,139,310,10,3.2,1,285|1906|2152|3688|4088|5156|5327|5627|135228|196527,ANGPT2|EDN1|F3|ITGB1|SMAD3|PDGFRA|PLAT|PROS1|CD109|ANO6,-3.4,GenesID
GO Molecular Functions,21,GO:0140272,exogenous protein binding,,-5.7,9.6,7.9,30238,81,310,8,2.6,0.9,1380|2993|3416|3685|3688|4864|6541|7037,CR2|GYPA|IDE|ITGAV|ITGB1|NPC1|SLC7A1|TFRC,-3.4,GenesID
GO Biological Processes,19,GO:0070665,positive regulation of leukocyte proliferation,19_GO:0048518 positive regulation of biological process,-5.7,6.2,7,30238,173,310,11,3.5,1.1,972|1436|3071|3105|3133|3965|6541|7037|7099|23308|54440,CD74|CSF1R|NCKAP1L|HLA-A|HLA-E|LGALS9|SLC7A1|TFRC|TLR4|ICOSLG|SASH3,-3.4,GenesID
